# File generated by CMD 3.8 (http://stev.oapd.inaf.it/cmd) on Wed Aug 27 04:51:00 UTC 2025
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: luminosity functions
age     Z  magbinc 	 mbolmag  Gmag    G_BPmag  G_RPmag
1.3e+10 0.000196 -0.3750  9.4039e-06 9.7600e-06 9.9286e-06 1.7627e-05
1.3e+10 0.000196 -0.3250  9.7297e-06 9.7688e-06 9.6203e-06 1.8867e-05
1.3e+10 0.000196 -0.2750  9.6091e-06 9.9530e-06 1.1468e-05 2.3325e-05
1.3e+10 0.000196 -0.2250  1.0132e-05 1.0336e-05 2.8078e-05 2.8548e-05
1.3e+10 0.000196 -0.1750  1.0841e-05 1.0909e-05 1.9543e-05 3.4956e-05
1.3e+10 0.000196 -0.1250  1.0915e-05 1.0993e-05 1.1102e-05 4.2405e-05
1.3e+10 0.000196 -0.0750  1.1620e-05 1.2212e-05 9.9900e-06 4.7170e-05
1.3e+10 0.000196 -0.0250  1.2431e-05 1.2383e-05 9.6545e-06 4.4608e-05
1.3e+10 0.000196  0.0250  1.3282e-05 1.4107e-05 9.9550e-06 4.5642e-05
1.3e+10 0.000196  0.0750  1.4154e-05 1.5528e-05 1.0330e-05 4.5150e-05
1.3e+10 0.000196  0.1250  1.6643e-05 1.8370e-05 1.0389e-05 4.8296e-05
1.3e+10 0.000196  0.1750  1.8057e-05 2.3995e-05 1.0484e-05 4.9206e-05
1.3e+10 0.000196  0.2250  2.4629e-05 3.3157e-05 1.1307e-05 5.1609e-05
1.3e+10 0.000196  0.2750  3.0955e-05 5.9342e-05 1.2244e-05 5.8187e-05
1.3e+10 0.000196  0.3250  4.8438e-05 8.9916e-05 1.3294e-05 6.9233e-05
